time,loc,eci,source
2012,ABW,-0.0118377036700318,BACI
2012,ABW,,BACI
2013,ABW,-0.0203853979489187,BACI
2013,ABW,,BACI
2014,ABW,-0.3506764509082505,BACI
2014,ABW,,BACI
2015,ABW,-0.8398857109144142,BACI
2015,ABW,,BACI
2016,ABW,-0.3350981316162721,BACI
2016,ABW,,BACI
2017,ABW,-0.4712868101520259,BACI
2017,ABW,,BACI
2018,ABW,-0.3588683241100404,BACI
2018,ABW,,BACI
2019,ABW,-0.8235868341528351,BACI
2019,ABW,,BACI
2020,ABW,-0.9340185821325712,BACI
2020,ABW,,BACI
2021,ABW,-0.7573532453892399,BACI
2021,ABW,,BACI
2022,ABW,-0.9827483898467014,BACI
2022,ABW,,BACI
2023,ABW,-0.8601426224655049,BACI
2023,ABW,,BACI
2024,ABW,-1.0560530131192178,BACI
2024,ABW,,BACI
2025,ABW,-1.266246908612625,SSP2
2025,ABW,,SSP2
2030,ABW,-1.2748927302506874,SSP2
2030,ABW,,SSP2
2035,ABW,-1.2364136663052188,SSP2
2035,ABW,,SSP2
2040,ABW,-1.216256594431403,SSP2
2040,ABW,,SSP2
2045,ABW,-1.2208428439344217,SSP2
2045,ABW,,SSP2
2050,ABW,-1.234161246027175,SSP2
2050,ABW,,SSP2
2055,ABW,-1.22321985245382,SSP2
2055,ABW,,SSP2
2060,ABW,-1.2719798630388586,SSP2
2060,ABW,,SSP2
2065,ABW,-1.272802969854534,SSP2
2065,ABW,,SSP2
2070,ABW,-1.3352285898858458,SSP2
2070,ABW,,SSP2
2075,ABW,-1.3321777251618525,SSP2
2075,ABW,,SSP2
2080,ABW,-1.3435471254401503,SSP2
2080,ABW,,SSP2
2085,ABW,-1.3259507332980125,SSP2
2085,ABW,,SSP2
2090,ABW,-1.3276667631032797,SSP2
2090,ABW,,SSP2
2095,ABW,-1.3327378765583513,SSP2
2095,ABW,,SSP2
2100,ABW,-1.3160921748303112,SSP2
2100,ABW,,SSP2
2012,AFG,-0.0615015125811121,BACI
2012,AFG,,BACI
2013,AFG,0.0036090794054542,BACI
2013,AFG,,BACI
2014,AFG,-0.346203262312061,BACI
2014,AFG,,BACI
2015,AFG,-0.3522144266766692,BACI
2015,AFG,,BACI
2016,AFG,-0.4812130526891502,BACI
2016,AFG,,BACI
2017,AFG,-0.0025000970385573,BACI
2017,AFG,,BACI
2018,AFG,-0.1580576251325628,BACI
2018,AFG,,BACI
2019,AFG,0.4335796467780843,BACI
2019,AFG,,BACI
2020,AFG,-0.1276584565669176,BACI
2020,AFG,,BACI
2021,AFG,0.0850523358059783,BACI
2021,AFG,,BACI
2022,AFG,-0.094288922838486,BACI
2022,AFG,,BACI
2023,AFG,-0.2473863590080331,BACI
2023,AFG,,BACI
2024,AFG,,BACI
2024,AFG,-0.1114271043971157,BACI
2012,AGO,-0.0102898563965961,BACI
2012,AGO,,BACI
2013,AGO,-0.6101986346643825,BACI
2013,AGO,,BACI
2014,AGO,-0.7666990300033457,BACI
2014,AGO,,BACI
2015,AGO,0.0150079077806837,BACI
2015,AGO,,BACI
2016,AGO,-0.0813236049540289,BACI
2016,AGO,,BACI
2017,AGO,0.1177484358055119,BACI
2017,AGO,,BACI
2018,AGO,0.1506827460585812,BACI
2018,AGO,,BACI
2019,AGO,0.1362975688987176,BACI
2019,AGO,,BACI
2020,AGO,0.3683403098785751,BACI
2020,AGO,,BACI
2021,AGO,-0.0181029774847051,BACI
2021,AGO,,BACI
2022,AGO,0.5338275897444598,BACI
2022,AGO,,BACI
2023,AGO,0.2876612116458052,BACI
2023,AGO,,BACI
2024,AGO,0.5807623009577483,BACI
2024,AGO,,BACI
2025,AGO,-0.3918841395060601,SSP2
2025,AGO,,SSP2
2030,AGO,-0.3764546061740096,SSP2
2030,AGO,,SSP2
2035,AGO,-0.3449597473556325,SSP2
2035,AGO,,SSP2
2040,AGO,-0.3242605215444604,SSP2
2040,AGO,,SSP2
2045,AGO,-0.3327353440273325,SSP2
2045,AGO,,SSP2
2050,AGO,-0.3225040654973505,SSP2
2050,AGO,,SSP2
2055,AGO,-0.4316754459274352,SSP2
2055,AGO,,SSP2
2060,AGO,-0.3311743480308963,SSP2
2060,AGO,,SSP2
2065,AGO,-0.3862498512473504,SSP2
2065,AGO,,SSP2
2070,AGO,-0.4596915301196427,SSP2
2070,AGO,,SSP2
2075,AGO,-0.4817598607106778,SSP2
2075,AGO,,SSP2
2080,AGO,-0.510799811799282,SSP2
2080,AGO,,SSP2
2085,AGO,-0.5039569511747453,SSP2
2085,AGO,,SSP2
2090,AGO,-0.4992454669577856,SSP2
2090,AGO,,SSP2
2095,AGO,-0.585314305640683,SSP2
2095,AGO,,SSP2
2100,AGO,-0.6062832017559128,SSP2
2100,AGO,,SSP2
2012,AIA,-0.95436179103221,BACI
2012,AIA,,BACI
2013,AIA,-1.2285882296120076,BACI
2013,AIA,,BACI
2014,AIA,-1.654781124447488,BACI
2014,AIA,,BACI
2015,AIA,-1.0656312323772366,BACI
2015,AIA,,BACI
2016,AIA,-0.8953375722736626,BACI
2016,AIA,,BACI
2017,AIA,-1.2929711473975265,BACI
2017,AIA,,BACI
2018,AIA,-1.1972660820762575,BACI
2018,AIA,,BACI
2019,AIA,-1.277817977995831,BACI
2019,AIA,,BACI
2020,AIA,-1.6380470559655484,BACI
2020,AIA,,BACI
2021,AIA,-1.4912848533352914,BACI
2021,AIA,,BACI
2022,AIA,-1.4899000220879304,BACI
2022,AIA,,BACI
2023,AIA,-1.4854621023352708,BACI
2023,AIA,,BACI
2024,AIA,-1.5330595718207929,BACI
2024,AIA,,BACI
2012,ALB,0.5194284115301535,BACI
2012,ALB,,BACI
2013,ALB,0.3673757828956439,BACI
2013,ALB,,BACI
2014,ALB,0.1040027090795896,BACI
2014,ALB,,BACI
2015,ALB,0.2879252028571489,BACI
2015,ALB,,BACI
2016,ALB,0.2351996240294586,BACI
2016,ALB,,BACI
2017,ALB,0.0626198876994739,BACI
2017,ALB,,BACI
2018,ALB,,BACI
2018,ALB,0.0971381131066046,BACI
2019,ALB,0.1632490520299629,BACI
2019,ALB,,BACI
2020,ALB,0.0640809535724309,BACI
2020,ALB,,BACI
2021,ALB,0.0114405235762169,BACI
2021,ALB,,BACI
2022,ALB,0.2796508955293239,BACI
2022,ALB,,BACI
2023,ALB,0.1764753738989342,BACI
2023,ALB,,BACI
2024,ALB,0.2690728946858888,BACI
2024,ALB,,BACI
2025,ALB,-0.4487065551958691,SSP2
2025,ALB,,SSP2
2030,ALB,-0.4437416874304722,SSP2
2030,ALB,,SSP2
2035,ALB,-0.4739271785533798,SSP2
2035,ALB,,SSP2
2040,ALB,-0.4400486629022271,SSP2
2040,ALB,,SSP2
2045,ALB,-0.4623613103085143,SSP2
2045,ALB,,SSP2
2050,ALB,-0.4981024111571298,SSP2
2050,ALB,,SSP2
2055,ALB,-0.3932327920940988,SSP2
2055,ALB,,SSP2
2060,ALB,-0.4027042756635051,SSP2
2060,ALB,,SSP2
2065,ALB,-0.3893424388463796,SSP2
2065,ALB,,SSP2
2070,ALB,-0.3726386477193005,SSP2
2070,ALB,,SSP2
2075,ALB,-0.4507138346826559,SSP2
2075,ALB,,SSP2
2080,ALB,-0.4542405003466452,SSP2
2080,ALB,,SSP2
2085,ALB,-0.4225048805145631,SSP2
2085,ALB,,SSP2
2090,ALB,-0.3869348302756973,SSP2
2090,ALB,,SSP2
2095,ALB,-0.4675515576654453,SSP2
2095,ALB,,SSP2
2100,ALB,-0.4734752092730826,SSP2
2100,ALB,,SSP2
2012,AND,-0.1662590253924703,BACI
2012,AND,,BACI
2013,AND,-0.3049331602403597,BACI
2013,AND,,BACI
2014,AND,-0.4384982571936321,BACI
2014,AND,,BACI
2015,AND,-0.3991237802483819,BACI
2015,AND,,BACI
2016,AND,-0.3428620539069283,BACI
2016,AND,,BACI
2017,AND,-0.4680953478039149,BACI
2017,AND,,BACI
2018,AND,-0.5857592769490918,BACI
2018,AND,,BACI
2019,AND,-0.4271887506785707,BACI
2019,AND,,BACI
2020,AND,-0.4767891407036836,BACI
2020,AND,,BACI
2021,AND,-0.4256976781359545,BACI
2021,AND,,BACI
2022,AND,-0.470260377019846,BACI
2022,AND,,BACI
2023,AND,-0.4738497219129629,BACI
2023,AND,,BACI
2024,AND,-0.6490724563683883,BACI
2024,AND,,BACI
2012,ARE,,BACI
2012,ARE,0.3360139433080844,BACI
2013,ARE,,BACI
2013,ARE,0.7659626395367123,BACI
2014,ARE,,BACI
2014,ARE,0.5373977365647462,BACI
2015,ARE,0.6835664267276623,BACI
2015,ARE,,BACI
2016,ARE,,BACI
2016,ARE,0.8603307782939575,BACI
2017,ARE,,BACI
2017,ARE,0.5358967614931567,BACI
2018,ARE,,BACI
2018,ARE,0.2050495145987999,BACI
2019,ARE,,BACI
2019,ARE,0.301582212186507,BACI
2020,ARE,,BACI
2020,ARE,0.3981361970495544,BACI
2021,ARE,,BACI
2021,ARE,0.5948562474600887,BACI
2022,ARE,0.6441017145614705,BACI
2022,ARE,,BACI
2023,ARE,0.5959737648309508,BACI
2023,ARE,,BACI
2024,ARE,,BACI
2024,ARE,0.3795688946851551,BACI
2025,ARE,,SSP2
2025,ARE,0.7635077473581355,SSP2
2030,ARE,,SSP2
2030,ARE,0.9743115718764584,SSP2
2035,ARE,,SSP2
2035,ARE,1.21164696738159,SSP2
2040,ARE,,SSP2
2040,ARE,1.1044438796744778,SSP2
2045,ARE,,SSP2
2045,ARE,1.2198641183216166,SSP2
2050,ARE,,SSP2
2050,ARE,1.251074796311478,SSP2
2055,ARE,,SSP2
2055,ARE,1.2834443613742157,SSP2
2060,ARE,,SSP2
2060,ARE,1.1568464369072906,SSP2
2065,ARE,,SSP2
2065,ARE,1.1986093118153218,SSP2
2070,ARE,,SSP2
2070,ARE,1.201508005308354,SSP2
2075,ARE,,SSP2
2075,ARE,0.7162268041008674,SSP2
2080,ARE,,SSP2
2080,ARE,0.7094821387699226,SSP2
2085,ARE,,SSP2
2085,ARE,0.810136143330206,SSP2
2090,ARE,,SSP2
2090,ARE,0.8225796706419712,SSP2
2095,ARE,,SSP2
2095,ARE,0.7944179425432315,SSP2
2100,ARE,,SSP2
2100,ARE,0.7743321818595721,SSP2
2012,ARG,1.3293236038914913,BACI
2012,ARG,,BACI
2013,ARG,,BACI
2013,ARG,1.3891723575145558,BACI
2014,ARG,1.3442920780533043,BACI
2014,ARG,,BACI
2015,ARG,,BACI
2015,ARG,1.3679370427746136,BACI
2016,ARG,,BACI
2016,ARG,1.2574750267908337,BACI
2017,ARG,,BACI
2017,ARG,1.325850650469177,BACI
2018,ARG,,BACI
2018,ARG,1.0977602888936184,BACI
2019,ARG,,BACI
2019,ARG,0.9906444656288088,BACI
2020,ARG,,BACI
2020,ARG,0.9527944536161784,BACI
2021,ARG,1.213670121153995,BACI
2021,ARG,,BACI
2022,ARG,,BACI
2022,ARG,1.1399396518936138,BACI
2023,ARG,,BACI
2023,ARG,1.251868670193474,BACI
2024,ARG,,BACI
2024,ARG,1.3782404508052049,BACI
2025,ARG,0.3638229200163522,SSP2
2025,ARG,,SSP2
2030,ARG,0.3877129967623356,SSP2
2030,ARG,,SSP2
2035,ARG,0.4160157869753129,SSP2
2035,ARG,,SSP2
2040,ARG,0.3940909292959799,SSP2
2040,ARG,,SSP2
2045,ARG,0.2789189412839671,SSP2
2045,ARG,,SSP2
2050,ARG,0.2335588820638472,SSP2
2050,ARG,,SSP2
2055,ARG,0.266740819726651,SSP2
2055,ARG,,SSP2
2060,ARG,0.2651616393796801,SSP2
2060,ARG,,SSP2
2065,ARG,0.2365337711611031,SSP2
2065,ARG,,SSP2
2070,ARG,0.1950064663737558,SSP2
2070,ARG,,SSP2
2075,ARG,0.2445371924522365,SSP2
2075,ARG,,SSP2
2080,ARG,0.1895297996105365,SSP2
2080,ARG,,SSP2
2085,ARG,0.3472410551624586,SSP2
2085,ARG,,SSP2
2090,ARG,0.4886279273357227,SSP2
2090,ARG,,SSP2
2095,ARG,0.5648131303944789,SSP2
2095,ARG,,SSP2
2100,ARG,0.5552779779509588,SSP2
2100,ARG,,SSP2
2012,ARM,0.3146378032530074,BACI
2012,ARM,,BACI
2013,ARM,0.1327800924340797,BACI
2013,ARM,,BACI
2014,ARM,0.1030771192199468,BACI
2014,ARM,,BACI
2015,ARM,0.217155098840233,BACI
2015,ARM,,BACI
2016,ARM,-0.0047216808592924,BACI
2016,ARM,,BACI
2017,ARM,0.0455595007915346,BACI
2017,ARM,,BACI
2018,ARM,0.123973447929487,BACI
2018,ARM,,BACI
2019,ARM,0.2146892512671924,BACI
2019,ARM,,BACI
2020,ARM,-0.081397917165681,BACI
2020,ARM,,BACI
2021,ARM,0.1766618504432362,BACI
2021,ARM,,BACI
2022,ARM,0.4387962198016596,BACI
2022,ARM,,BACI
2023,ARM,0.534436595082522,BACI
2023,ARM,,BACI
2024,ARM,,BACI
2024,ARM,0.8650906426378578,BACI
2025,ARM,,SSP2
2025,ARM,0.1445280432084746,SSP2
2030,ARM,,SSP2
2030,ARM,0.1196192482704869,SSP2
2035,ARM,,SSP2
2035,ARM,0.1393933371836543,SSP2
2040,ARM,,SSP2
2040,ARM,0.1594512054550473,SSP2
2045,ARM,,SSP2
2045,ARM,0.0542036871088667,SSP2
2050,ARM,,SSP2
2050,ARM,0.0574846342077049,SSP2
2055,ARM,,SSP2
2055,ARM,0.1209246889906354,SSP2
2060,ARM,,SSP2
2060,ARM,0.1411710828244808,SSP2
2065,ARM,,SSP2
2065,ARM,0.14439033969664,SSP2
2070,ARM,,SSP2
2070,ARM,0.3594599103571378,SSP2
2075,ARM,,SSP2
2075,ARM,0.3762876991132456,SSP2
2080,ARM,,SSP2
2080,ARM,0.3054055185372932,SSP2
2085,ARM,,SSP2
2085,ARM,0.2791094392365602,SSP2
2090,ARM,,SSP2
2090,ARM,0.2286544937489551,SSP2
2095,ARM,,SSP2
2095,ARM,0.1797196818309212,SSP2
2100,ARM,0.1588796769567578,SSP2
2100,ARM,,SSP2
2012,ASM,-0.5088126640264583,BACI
2012,ASM,,BACI
2013,ASM,-0.8016698252699753,BACI
2013,ASM,,BACI
2014,ASM,-1.0443294671007406,BACI
2014,ASM,,BACI
2015,ASM,-1.1659008285336387,BACI
2015,ASM,,BACI
2016,ASM,-1.3092298114319618,BACI
2016,ASM,,BACI
2017,ASM,-1.1663027977581488,BACI
2017,ASM,,BACI
2018,ASM,-0.9317998899489194,BACI
2018,ASM,,BACI
2019,ASM,-0.8435947669517871,BACI
2019,ASM,,BACI
2020,ASM,-1.2918138342888386,BACI
2020,ASM,,BACI
2021,ASM,-1.3135953360627792,BACI
2021,ASM,,BACI
2022,ASM,-1.091430186300249,BACI
2022,ASM,,BACI
2023,ASM,-0.9775346575662304,BACI
2023,ASM,,BACI
2024,ASM,-0.9473811550125476,BACI
2024,ASM,,BACI
2012,ATF,-1.4997389099782832,BACI
2012,ATF,,BACI
2013,ATF,-1.0943434494686228,BACI
2013,ATF,,BACI
2014,ATF,-1.5880485950298069,BACI
2014,ATF,,BACI
2015,ATF,-1.2211073075306125,BACI
2015,ATF,,BACI
2016,ATF,-1.3269509213984734,BACI
2016,ATF,,BACI
2017,ATF,-1.7793145180634056,BACI
2017,ATF,,BACI
2018,ATF,-1.3143530722481374,BACI
2018,ATF,,BACI
2019,ATF,-1.711513877833015,BACI
2019,ATF,,BACI
2020,ATF,-1.4363032547838572,BACI
2020,ATF,,BACI
2021,ATF,-1.1787942142991703,BACI
2021,ATF,,BACI
2022,ATF,-1.8348803764448816,BACI
2022,ATF,,BACI
2023,ATF,-1.717017449967669,BACI
2023,ATF,,BACI
2024,ATF,-1.528722173509799,BACI
2024,ATF,,BACI
2012,ATG,-0.7051121107831992,BACI
2012,ATG,,BACI
2013,ATG,-0.5092043442314124,BACI
2013,ATG,,BACI
2014,ATG,-0.5024459854136104,BACI
2014,ATG,,BACI
2015,ATG,-0.361898955436749,BACI
2015,ATG,,BACI
2016,ATG,-0.929729734340792,BACI
2016,ATG,,BACI
2017,ATG,-0.6799951703425613,BACI
2017,ATG,,BACI
2018,ATG,-1.0391360605557436,BACI
2018,ATG,,BACI
2019,ATG,-1.0316166122175727,BACI
2019,ATG,,BACI
2020,ATG,-1.0738679188485272,BACI
2020,ATG,,BACI
2021,ATG,-0.9649190105248838,BACI
2021,ATG,,BACI
2022,ATG,-1.0032256580348984,BACI
2022,ATG,,BACI
2023,ATG,-0.778956824250386,BACI
2023,ATG,,BACI
2024,ATG,-0.7695960078085978,BACI
2024,ATG,,BACI
2012,AUS,,BACI
2012,AUS,1.3674172784158023,BACI
2013,AUS,,BACI
2013,AUS,1.5871701584333675,BACI
2014,AUS,,BACI
2014,AUS,1.748268954218516,BACI
2015,AUS,,BACI
2015,AUS,1.8478685342230157,BACI
2016,AUS,,BACI
2016,AUS,1.633649179173057,BACI
2017,AUS,,BACI
2017,AUS,1.9030841759027683,BACI
2018,AUS,1.9763470051308203,BACI
2018,AUS,,BACI
2019,AUS,1.9917989684691924,BACI
2019,AUS,,BACI
2020,AUS,,BACI
2020,AUS,1.4979174395958696,BACI
2021,AUS,1.6610591844869451,BACI
2021,AUS,,BACI
2022,AUS,,BACI
2022,AUS,1.712779782814965,BACI
2023,AUS,,BACI
2023,AUS,1.9849828504080127,BACI
2024,AUS,,BACI
2024,AUS,1.7475925388297406,BACI
2025,AUS,,SSP2
2025,AUS,1.5576856192563378,SSP2
2030,AUS,,SSP2
2030,AUS,1.596706399784526,SSP2
2035,AUS,1.6934233635118343,SSP2
2035,AUS,,SSP2
2040,AUS,,SSP2
2040,AUS,1.5926817963277995,SSP2
2045,AUS,,SSP2
2045,AUS,1.6637955344148858,SSP2
2050,AUS,,SSP2
2050,AUS,1.6071462913702488,SSP2
2055,AUS,,SSP2
2055,AUS,1.6355756784798896,SSP2
2060,AUS,,SSP2
2060,AUS,1.734304500453512,SSP2
2065,AUS,,SSP2
2065,AUS,1.748952748170974,SSP2
2070,AUS,,SSP2
2070,AUS,1.5747640438127464,SSP2
2075,AUS,,SSP2
2075,AUS,1.5962518448386698,SSP2
2080,AUS,,SSP2
2080,AUS,1.614360549305458,SSP2
2085,AUS,,SSP2
2085,AUS,1.6176621637788977,SSP2
2090,AUS,,SSP2
2090,AUS,1.584698974419644,SSP2
2095,AUS,,SSP2
2095,AUS,1.5841837343336278,SSP2
2100,AUS,,SSP2
2100,AUS,1.5982479267770329,SSP2
2012,AUT,,BACI
2012,AUT,1.573494973993706,BACI
2013,AUT,,BACI
2013,AUT,1.558544254901454,BACI
2014,AUT,,BACI
2014,AUT,1.595048405818188,BACI
2015,AUT,,BACI
2015,AUT,1.7113088925472926,BACI
2016,AUT,,BACI
2016,AUT,1.8107752203402243,BACI
2017,AUT,,BACI
2017,AUT,1.6452139688565808,BACI
2018,AUT,,BACI
2018,AUT,1.5705177782224946,BACI
2019,AUT,,BACI
2019,AUT,1.555536511139207,BACI
2020,AUT,,BACI
2020,AUT,1.495258558079307,BACI
2021,AUT,1.488097692742912,BACI
2021,AUT,,BACI
2022,AUT,,BACI
2022,AUT,1.3527840553471704,BACI
2023,AUT,,BACI
2023,AUT,1.3395020929746857,BACI
2024,AUT,,BACI
2024,AUT,1.515849833789407,BACI
2025,AUT,,SSP2
2025,AUT,1.6927382414987038,SSP2
2030,AUT,,SSP2
2030,AUT,1.6777178111988935,SSP2
2035,AUT,,SSP2
2035,AUT,1.7298010727229916,SSP2
2040,AUT,1.6650865360105749,SSP2
2040,AUT,,SSP2
2045,AUT,1.6476260655323147,SSP2
2045,AUT,,SSP2
2050,AUT,,SSP2
2050,AUT,1.6571873926377398,SSP2
2055,AUT,1.6842016317844646,SSP2
2055,AUT,,SSP2
2060,AUT,,SSP2
2060,AUT,1.6246782354403857,SSP2
2065,AUT,,SSP2
2065,AUT,1.5364700384170535,SSP2
2070,AUT,,SSP2
2070,AUT,1.5310574072950374,SSP2
2075,AUT,,SSP2
2075,AUT,1.4215749921749143,SSP2
2080,AUT,,SSP2
2080,AUT,1.4090728548214315,SSP2
2085,AUT,,SSP2
2085,AUT,1.42515544445722,SSP2
2090,AUT,,SSP2
2090,AUT,1.4013789753986097,SSP2
2095,AUT,,SSP2
2095,AUT,1.4611193430943066,SSP2
2100,AUT,1.4472174180157056,SSP2
2100,AUT,,SSP2
2012,AZE,0.4324973892796993,BACI
2012,AZE,,BACI
2013,AZE,0.2589737873187401,BACI
2013,AZE,,BACI
2014,AZE,-0.0530229880671382,BACI
2014,AZE,,BACI
2015,AZE,0.0637335073712793,BACI
2015,AZE,,BACI
2016,AZE,0.2110428600053683,BACI
2016,AZE,,BACI
2017,AZE,0.1570334272940119,BACI
2017,AZE,,BACI
2018,AZE,0.0565004025302461,BACI
2018,AZE,,BACI
2019,AZE,0.1711201715664583,BACI
2019,AZE,,BACI
2020,AZE,0.3732926937586275,BACI
2020,AZE,,BACI
2021,AZE,0.3945621918013842,BACI
2021,AZE,,BACI
2022,AZE,0.510755336931046,BACI
2022,AZE,,BACI
2023,AZE,0.3630364353461425,BACI
2023,AZE,,BACI
2024,AZE,0.66666093777045,BACI
2024,AZE,,BACI
2025,AZE,-0.4145881373455644,SSP2
2025,AZE,,SSP2
2030,AZE,-0.4455605240915281,SSP2
2030,AZE,,SSP2
2035,AZE,-0.4733579046838443,SSP2
2035,AZE,,SSP2
2040,AZE,-0.4823678795371802,SSP2
2040,AZE,,SSP2
2045,AZE,-0.4814923954882419,SSP2
2045,AZE,,SSP2
2050,AZE,-0.4766770657195766,SSP2
2050,AZE,,SSP2
2055,AZE,-0.5374778880115844,SSP2
2055,AZE,,SSP2
2060,AZE,-0.5543362510385116,SSP2
2060,AZE,,SSP2
2065,AZE,-0.577368980684526,SSP2
2065,AZE,,SSP2
2070,AZE,-0.5982031215157644,SSP2
2070,AZE,,SSP2
2075,AZE,-0.6309874511466779,SSP2
2075,AZE,,SSP2
2080,AZE,-0.6277966599647274,SSP2
2080,AZE,,SSP2
2085,AZE,-0.6283339176742144,SSP2
2085,AZE,,SSP2
2090,AZE,-0.6267016034305735,SSP2
2090,AZE,,SSP2
2095,AZE,-0.6756301078785744,SSP2
2095,AZE,,SSP2
2100,AZE,-0.6937800678074757,SSP2
2100,AZE,,SSP2
2012,BDI,-1.1567571047014087,BACI
2012,BDI,,BACI
2013,BDI,-0.6835238643195293,BACI
2013,BDI,,BACI
2014,BDI,-0.6288912940264116,BACI
2014,BDI,,BACI
2015,BDI,-0.8168704959992552,BACI
2015,BDI,,BACI
2016,BDI,-0.9516716209811562,BACI
2016,BDI,,BACI
2017,BDI,-0.8770157053034111,BACI
2017,BDI,,BACI
2018,BDI,-0.7947234706255372,BACI
2018,BDI,,BACI
2019,BDI,-0.7289260287954864,BACI
2019,BDI,,BACI
2020,BDI,-0.3942165551988995,BACI
2020,BDI,,BACI
2021,BDI,-0.9567343483211584,BACI
2021,BDI,,BACI
2022,BDI,-0.9420785968252527,BACI
2022,BDI,,BACI
2023,BDI,-0.7417240189816344,BACI
2023,BDI,,BACI
2024,BDI,-1.092572893264051,BACI
2024,BDI,,BACI
2025,BDI,-1.3871072962401128,SSP2
2025,BDI,,SSP2
2030,BDI,-1.4038180325151697,SSP2
2030,BDI,,SSP2
2035,BDI,-1.4758222185452348,SSP2
2035,BDI,,SSP2
2040,BDI,-1.522291206013554,SSP2
2040,BDI,,SSP2
2045,BDI,-1.561390569733543,SSP2
2045,BDI,,SSP2
2050,BDI,-1.530925190329174,SSP2
2050,BDI,,SSP2
2055,BDI,-1.6267784062488324,SSP2
2055,BDI,,SSP2
2060,BDI,-1.6215860919635694,SSP2
2060,BDI,,SSP2
2065,BDI,-1.5715151893981676,SSP2
2065,BDI,,SSP2
2070,BDI,-1.6364519931282626,SSP2
2070,BDI,,SSP2
2075,BDI,-1.724866205566421,SSP2
2075,BDI,,SSP2
2080,BDI,-1.6714417160113535,SSP2
2080,BDI,,SSP2
2085,BDI,-1.6795727849114657,SSP2
2085,BDI,,SSP2
2090,BDI,-1.7446664502347735,SSP2
2090,BDI,,SSP2
2095,BDI,-1.6443554319321367,SSP2
2095,BDI,,SSP2
2100,BDI,-1.60141114229028,SSP2
2100,BDI,,SSP2
2012,BEL,,BACI
2012,BEL,1.8903012097570804,BACI
2013,BEL,,BACI
2013,BEL,1.5445089869143545,BACI
2014,BEL,,BACI
2014,BEL,2.09952186575784,BACI
2015,BEL,1.8183040487859865,BACI
2015,BEL,,BACI
2016,BEL,,BACI
2016,BEL,2.180625805656669,BACI
2017,BEL,2.169227907496154,BACI
2017,BEL,,BACI
2018,BEL,,BACI
2018,BEL,2.3738856659913146,BACI
2019,BEL,,BACI
2019,BEL,2.178324440882641,BACI
2020,BEL,,BACI
2020,BEL,2.028278089546488,BACI
2021,BEL,,BACI
2021,BEL,2.4397360910622674,BACI
2022,BEL,,BACI
2022,BEL,1.6108608831776745,BACI
2023,BEL,,BACI
2023,BEL,1.7213867564585796,BACI
2024,BEL,1.609369113724455,BACI
2024,BEL,,BACI
2025,BEL,,SSP2
2025,BEL,1.5853240656578245,SSP2
2030,BEL,,SSP2
2030,BEL,1.6242961032823795,SSP2
2035,BEL,,SSP2
2035,BEL,1.6709692185817635,SSP2
2040,BEL,,SSP2
2040,BEL,1.6627394956108643,SSP2
2045,BEL,,SSP2
2045,BEL,1.5277215866444906,SSP2
2050,BEL,,SSP2
2050,BEL,1.541041643869607,SSP2
2055,BEL,,SSP2
2055,BEL,1.547112597965864,SSP2
2060,BEL,,SSP2
2060,BEL,1.71930031412686,SSP2
2065,BEL,,SSP2
2065,BEL,1.524900036489449,SSP2
2070,BEL,,SSP2
2070,BEL,1.5550912006847375,SSP2
2075,BEL,,SSP2
2075,BEL,1.447977671002129,SSP2
2080,BEL,,SSP2
2080,BEL,1.4245203327892255,SSP2
2085,BEL,,SSP2
2085,BEL,1.324626551755857,SSP2
2090,BEL,,SSP2
2090,BEL,1.3042604631615686,SSP2
2095,BEL,,SSP2
2095,BEL,1.2157938478650494,SSP2
2100,BEL,,SSP2
2100,BEL,1.1850585492238253,SSP2
2012,BEN,-1.3562568232029002,BACI
2012,BEN,,BACI
2013,BEN,-0.9027659484465584,BACI
2013,BEN,,BACI
2014,BEN,-0.7435269260012705,BACI
2014,BEN,,BACI
2015,BEN,-0.2424977311146161,BACI
2015,BEN,,BACI
2016,BEN,-0.269894045849006,BACI
2016,BEN,,BACI
2017,BEN,-0.2082989361391391,BACI
2017,BEN,,BACI
2018,BEN,-0.4821439888940637,BACI
2018,BEN,,BACI
2019,BEN,-0.3804745826370181,BACI
2019,BEN,,BACI
2020,BEN,-0.3985120891348871,BACI
2020,BEN,,BACI
2021,BEN,-0.137240398417739,BACI
2021,BEN,,BACI
2022,BEN,-0.3981560281837858,BACI
2022,BEN,,BACI
2023,BEN,-0.4059648182486413,BACI
2023,BEN,,BACI
2024,BEN,-0.0687976918367748,BACI
2024,BEN,,BACI
2025,BEN,-0.8181536130805921,SSP2
2025,BEN,,SSP2
2030,BEN,-0.8307092258003548,SSP2
2030,BEN,,SSP2
2035,BEN,-0.8803392117819888,SSP2
2035,BEN,,SSP2
2040,BEN,-0.8966994224656037,SSP2
2040,BEN,,SSP2
2045,BEN,-0.9148344313892248,SSP2
2045,BEN,,SSP2
2050,BEN,-0.9153771982648397,SSP2
2050,BEN,,SSP2
2055,BEN,-0.8383433566111683,SSP2
2055,BEN,,SSP2
2060,BEN,-0.7744692044134734,SSP2
2060,BEN,,SSP2
2065,BEN,-0.7050375055767717,SSP2
2065,BEN,,SSP2
2070,BEN,-0.6848171210833472,SSP2
2070,BEN,,SSP2
2075,BEN,-0.770519680372959,SSP2
2075,BEN,,SSP2
2080,BEN,-0.7983227620771265,SSP2
