time,loc,eci,source
2018,DOM,0.5037070006471143,BACI
2018,DOM,,BACI
2019,DOM,0.5484687955598181,BACI
2019,DOM,,BACI
2020,DOM,0.6353551214142935,BACI
2020,DOM,,BACI
2021,DOM,0.4944390199787578,BACI
2021,DOM,,BACI
2022,DOM,0.5827876440069222,BACI
2022,DOM,,BACI
2023,DOM,0.5317403118131651,BACI
2023,DOM,,BACI
2024,DOM,0.6009211050948033,BACI
2024,DOM,,BACI
2025,DOM,-0.1288285247161892,SSP2
2025,DOM,,SSP2
2030,DOM,-0.0940506927505649,SSP2
2030,DOM,,SSP2
2035,DOM,-0.0771800531462659,SSP2
2035,DOM,,SSP2
2040,DOM,-0.148067064861652,SSP2
2040,DOM,,SSP2
2045,DOM,-0.1239145797797324,SSP2
2045,DOM,,SSP2
2050,DOM,-0.1449110940249895,SSP2
2050,DOM,,SSP2
2055,DOM,-0.0415802493058087,SSP2
2055,DOM,,SSP2
2060,DOM,-0.0573021761938044,SSP2
2060,DOM,,SSP2
2065,DOM,-0.0473193438644611,SSP2
2065,DOM,,SSP2
2070,DOM,0.0175915105217339,SSP2
2070,DOM,,SSP2
2075,DOM,0.1639449154209406,SSP2
2075,DOM,,SSP2
2080,DOM,0.0915510535693222,SSP2
2080,DOM,,SSP2
2085,DOM,0.0928743897320741,SSP2
2085,DOM,,SSP2
2090,DOM,0.095102043504071,SSP2
2090,DOM,,SSP2
2095,DOM,0.0528547297882576,SSP2
2095,DOM,,SSP2
2100,DOM,0.026146503052453,SSP2
2100,DOM,,SSP2
2012,DZA,0.6481762449742415,BACI
2012,DZA,,BACI
2013,DZA,0.489902161475007,BACI
2013,DZA,,BACI
2014,DZA,0.2050025192726282,BACI
2014,DZA,,BACI
2015,DZA,0.3546608902082663,BACI
2015,DZA,,BACI
2016,DZA,0.3475646043783739,BACI
2016,DZA,,BACI
2017,DZA,0.5418397703630774,BACI
2017,DZA,,BACI
2018,DZA,0.6218301236920172,BACI
2018,DZA,,BACI
2019,DZA,0.8946745741214848,BACI
2019,DZA,,BACI
2020,DZA,0.5056512740305548,BACI
2020,DZA,,BACI
2021,DZA,0.5744687538773986,BACI
2021,DZA,,BACI
2022,DZA,1.3762378515028877,BACI
2022,DZA,,BACI
2023,DZA,0.958241592636448,BACI
2023,DZA,,BACI
2024,DZA,0.5661681458395732,BACI
2024,DZA,,BACI
2025,DZA,-0.6498202800916636,SSP2
2025,DZA,,SSP2
2030,DZA,-0.658327783622904,SSP2
2030,DZA,,SSP2
2035,DZA,-0.729844011718382,SSP2
2035,DZA,,SSP2
2040,DZA,-0.7458016290067946,SSP2
2040,DZA,,SSP2
2045,DZA,-0.8281977297418391,SSP2
2045,DZA,,SSP2
2050,DZA,-0.8346194533453662,SSP2
2050,DZA,,SSP2
2055,DZA,-0.8360085329014579,SSP2
2055,DZA,,SSP2
2060,DZA,-0.872094438415749,SSP2
2060,DZA,,SSP2
2065,DZA,-0.7940183355137992,SSP2
2065,DZA,,SSP2
2070,DZA,-0.8301162224466601,SSP2
2070,DZA,,SSP2
2075,DZA,-0.8290511269540729,SSP2
2075,DZA,,SSP2
2080,DZA,-0.8348023944329455,SSP2
2080,DZA,,SSP2
2085,DZA,-0.8541989819738126,SSP2
2085,DZA,,SSP2
2090,DZA,-0.7589564987713169,SSP2
2090,DZA,,SSP2
2095,DZA,-0.7808342739435862,SSP2
2095,DZA,,SSP2
2100,DZA,-0.7929767594510587,SSP2
2100,DZA,,SSP2
2012,ECU,0.5079792495311755,BACI
2012,ECU,,BACI
2013,ECU,0.6596879935134835,BACI
2013,ECU,,BACI
2014,ECU,0.5608759741778683,BACI
2014,ECU,,BACI
2015,ECU,0.5211451066643482,BACI
2015,ECU,,BACI
2016,ECU,0.558394347741464,BACI
2016,ECU,,BACI
2017,ECU,0.4863678418538313,BACI
2017,ECU,,BACI
2018,ECU,0.3802692948273508,BACI
2018,ECU,,BACI
2019,ECU,0.5888336393452076,BACI
2019,ECU,,BACI
2020,ECU,0.5249467818134109,BACI
2020,ECU,,BACI
2021,ECU,0.3974868587949126,BACI
2021,ECU,,BACI
2022,ECU,0.5160219293900805,BACI
2022,ECU,,BACI
2023,ECU,0.6154118703177244,BACI
2023,ECU,,BACI
2024,ECU,0.6957625002123093,BACI
2024,ECU,,BACI
2025,ECU,-0.0479449672748227,SSP2
2025,ECU,,SSP2
2030,ECU,0.0089660975026013,SSP2
2030,ECU,,SSP2
2035,ECU,-0.0477035470357334,SSP2
2035,ECU,,SSP2
2040,ECU,-0.0810620836101777,SSP2
2040,ECU,,SSP2
2045,ECU,-0.1253578157517335,SSP2
2045,ECU,,SSP2
2050,ECU,-0.1239576948370322,SSP2
2050,ECU,,SSP2
2055,ECU,-0.0642477903429922,SSP2
2055,ECU,,SSP2
2060,ECU,-0.0711279852955672,SSP2
2060,ECU,,SSP2
2065,ECU,-0.0749116920463057,SSP2
2065,ECU,,SSP2
2070,ECU,0.124419017922662,SSP2
2070,ECU,,SSP2
2075,ECU,0.1544203276005184,SSP2
2075,ECU,,SSP2
2080,ECU,0.0937283223293652,SSP2
2080,ECU,,SSP2
2085,ECU,0.0794586247655064,SSP2
2085,ECU,,SSP2
2090,ECU,0.0821730115105165,SSP2
2090,ECU,,SSP2
2095,ECU,0.1022443284612899,SSP2
2095,ECU,,SSP2
2100,ECU,-0.0658392519411737,SSP2
2100,ECU,,SSP2
2012,EGY,1.0503058675372663,BACI
2012,EGY,,BACI
2013,EGY,,BACI
2013,EGY,0.9140022420045402,BACI
2014,EGY,,BACI
2014,EGY,1.016255623435793,BACI
2015,EGY,1.0152398184903773,BACI
2015,EGY,,BACI
2016,EGY,,BACI
2016,EGY,1.083824647047026,BACI
2017,EGY,1.1170436176761875,BACI
2017,EGY,,BACI
2018,EGY,,BACI
2018,EGY,1.1413692589387876,BACI
2019,EGY,,BACI
2019,EGY,1.0970917311755048,BACI
2020,EGY,0.9996013601922816,BACI
2020,EGY,,BACI
2021,EGY,0.929605889718269,BACI
2021,EGY,,BACI
2022,EGY,1.1483055490854617,BACI
2022,EGY,,BACI
2023,EGY,,BACI
2023,EGY,1.0289148110014468,BACI
2024,EGY,1.0399640678917836,BACI
2024,EGY,,BACI
2025,EGY,,SSP2
2025,EGY,0.2656335406212,SSP2
2030,EGY,,SSP2
2030,EGY,0.301018468492261,SSP2
2035,EGY,,SSP2
2035,EGY,0.3264737592629462,SSP2
2040,EGY,,SSP2
2040,EGY,0.3445576011544436,SSP2
2045,EGY,,SSP2
2045,EGY,0.4258627888754141,SSP2
2050,EGY,,SSP2
2050,EGY,0.4110402402806566,SSP2
2055,EGY,,SSP2
2055,EGY,0.3432040930788136,SSP2
2060,EGY,,SSP2
2060,EGY,0.3512950400778948,SSP2
2065,EGY,,SSP2
2065,EGY,0.3067002425924839,SSP2
2070,EGY,,SSP2
2070,EGY,0.4098992201369016,SSP2
2075,EGY,,SSP2
2075,EGY,0.4396456888590941,SSP2
2080,EGY,,SSP2
2080,EGY,0.4946151381320882,SSP2
2085,EGY,,SSP2
2085,EGY,0.452412185484251,SSP2
2090,EGY,,SSP2
2090,EGY,0.4163982360803366,SSP2
2095,EGY,,SSP2
2095,EGY,0.4194350804308674,SSP2
2100,EGY,,SSP2
2100,EGY,0.4213965701715216,SSP2
2012,ERI,-0.8673332193252696,BACI
2012,ERI,,BACI
2013,ERI,-1.2814194534583423,BACI
2013,ERI,,BACI
2014,ERI,-1.0696881366827855,BACI
2014,ERI,,BACI
2015,ERI,-1.0297282429966514,BACI
2015,ERI,,BACI
2016,ERI,-1.1670038885558534,BACI
2016,ERI,,BACI
2017,ERI,-0.8316607973947961,BACI
2017,ERI,,BACI
2018,ERI,-1.2681871804351017,BACI
2018,ERI,,BACI
2019,ERI,-1.391241208530438,BACI
2019,ERI,,BACI
2020,ERI,-1.1211081733621684,BACI
2020,ERI,,BACI
2021,ERI,-0.1912908015905472,BACI
2021,ERI,,BACI
2022,ERI,-0.8461487967055074,BACI
2022,ERI,,BACI
2023,ERI,-1.3073134118785814,BACI
2023,ERI,,BACI
2024,ERI,-0.8378034970150823,BACI
2024,ERI,,BACI
2012,ESP,,BACI
2012,ESP,1.3766610685000171,BACI
2013,ESP,1.31211329231248,BACI
2013,ESP,,BACI
2014,ESP,,BACI
2014,ESP,1.113957683534638,BACI
2015,ESP,,BACI
2015,ESP,1.160511250745579,BACI
2016,ESP,,BACI
2016,ESP,1.019240037473117,BACI
2017,ESP,,BACI
2017,ESP,0.9560750187765468,BACI
2018,ESP,,BACI
2018,ESP,1.163276680849148,BACI
2019,ESP,,BACI
2019,ESP,0.9402637926360397,BACI
2020,ESP,,BACI
2020,ESP,0.9993557152794617,BACI
2021,ESP,1.0418173419584915,BACI
2021,ESP,,BACI
2022,ESP,,BACI
2022,ESP,1.0596360155627418,BACI
2023,ESP,,BACI
2023,ESP,1.261010039598748,BACI
2024,ESP,,BACI
2024,ESP,1.191253042191638,BACI
2025,ESP,1.5783015099346296,SSP2
2025,ESP,,SSP2
2030,ESP,,SSP2
2030,ESP,1.5034430255184097,SSP2
2035,ESP,,SSP2
2035,ESP,1.5400191162597048,SSP2
2040,ESP,,SSP2
2040,ESP,1.6060622470673491,SSP2
2045,ESP,,SSP2
2045,ESP,1.6041908778536524,SSP2
2050,ESP,,SSP2
2050,ESP,1.584491935985897,SSP2
2055,ESP,,SSP2
2055,ESP,1.4821616644808906,SSP2
2060,ESP,,SSP2
2060,ESP,1.5145007246957174,SSP2
2065,ESP,,SSP2
2065,ESP,1.575803193931143,SSP2
2070,ESP,1.3552810405087017,SSP2
2070,ESP,,SSP2
2075,ESP,1.3102494334729176,SSP2
2075,ESP,,SSP2
2080,ESP,,SSP2
2080,ESP,1.509956684767267,SSP2
2085,ESP,,SSP2
2085,ESP,1.4767908712510398,SSP2
2090,ESP,,SSP2
2090,ESP,1.3771609250485135,SSP2
2095,ESP,,SSP2
2095,ESP,1.7390434934582155,SSP2
2100,ESP,,SSP2
2100,ESP,1.6978624932994208,SSP2
2012,EST,1.157792642327801,BACI
2012,EST,,BACI
2013,EST,1.1096497668452314,BACI
2013,EST,,BACI
2014,EST,1.0807352525598948,BACI
2014,EST,,BACI
2015,EST,1.0047227710355886,BACI
2015,EST,,BACI
2016,EST,1.1431553857584715,BACI
2016,EST,,BACI
2017,EST,1.1177432128270492,BACI
2017,EST,,BACI
2018,EST,,BACI
2018,EST,1.0616475633946034,BACI
2019,EST,,BACI
2019,EST,1.0588568446627904,BACI
2020,EST,,BACI
2020,EST,1.1392457051609732,BACI
2021,EST,1.0370184013597488,BACI
2021,EST,,BACI
2022,EST,1.324689251464225,BACI
2022,EST,,BACI
2023,EST,,BACI
2023,EST,1.2016852447438933,BACI
2024,EST,,BACI
2024,EST,1.1296889022056236,BACI
2025,EST,0.8662395765097339,SSP2
2025,EST,,SSP2
2030,EST,0.9079376381881812,SSP2
2030,EST,,SSP2
2035,EST,1.036886348213833,SSP2
2035,EST,,SSP2
2040,EST,0.973351039788633,SSP2
2040,EST,,SSP2
2045,EST,,SSP2
2045,EST,0.9370698646519148,SSP2
2050,EST,,SSP2
2050,EST,1.0281713920073827,SSP2
2055,EST,1.1638340625961656,SSP2
2055,EST,,SSP2
2060,EST,,SSP2
2060,EST,1.2810410335054687,SSP2
2065,EST,,SSP2
2065,EST,1.581353288402196,SSP2
2070,EST,,SSP2
2070,EST,1.61516596331011,SSP2
2075,EST,,SSP2
2075,EST,1.7008455855089786,SSP2
2080,EST,,SSP2
2080,EST,1.637788863705704,SSP2
2085,EST,1.5941602825048635,SSP2
2085,EST,,SSP2
2090,EST,1.5966512211162769,SSP2
2090,EST,,SSP2
2095,EST,1.462758211319669,SSP2
2095,EST,,SSP2
2100,EST,1.4062597189177288,SSP2
2100,EST,,SSP2
2012,ETH,-0.3051797453331302,BACI
2012,ETH,,BACI
2013,ETH,-0.5652636082799422,BACI
2013,ETH,,BACI
2014,ETH,-0.219954544338021,BACI
2014,ETH,,BACI
2015,ETH,0.1085563721599254,BACI
2015,ETH,,BACI
2016,ETH,-0.1437152954503134,BACI
2016,ETH,,BACI
2017,ETH,0.1145004333835953,BACI
2017,ETH,,BACI
2018,ETH,-0.1638007763310456,BACI
2018,ETH,,BACI
2019,ETH,0.0660735724544795,BACI
2019,ETH,,BACI
2020,ETH,0.0106312853475626,BACI
2020,ETH,,BACI
2021,ETH,0.176545855476593,BACI
2021,ETH,,BACI
2022,ETH,,BACI
2022,ETH,0.2660038969614375,BACI
2023,ETH,0.1596854380756071,BACI
2023,ETH,,BACI
2024,ETH,-0.1787078727822433,BACI
2024,ETH,,BACI
2025,ETH,-0.7360679440491429,SSP2
2025,ETH,,SSP2
2030,ETH,-0.7189953388653224,SSP2
2030,ETH,,SSP2
2035,ETH,-0.79712109430322,SSP2
2035,ETH,,SSP2
2040,ETH,-0.790436535353179,SSP2
2040,ETH,,SSP2
2045,ETH,-0.8070962484432874,SSP2
2045,ETH,,SSP2
2050,ETH,-0.7561487168104861,SSP2
2050,ETH,,SSP2
2055,ETH,-0.8099362655193371,SSP2
2055,ETH,,SSP2
2060,ETH,-0.7952677609744419,SSP2
2060,ETH,,SSP2
2065,ETH,-0.78489065931276,SSP2
2065,ETH,,SSP2
2070,ETH,-0.7716795255016121,SSP2
2070,ETH,,SSP2
2075,ETH,-0.7542058679392407,SSP2
2075,ETH,,SSP2
2080,ETH,-0.7198010100975464,SSP2
2080,ETH,,SSP2
2085,ETH,-0.7138221848258861,SSP2
2085,ETH,,SSP2
2090,ETH,-0.6939356688310259,SSP2
2090,ETH,,SSP2
2095,ETH,-0.751649328185287,SSP2
2095,ETH,,SSP2
2100,ETH,-0.730930402279311,SSP2
2100,ETH,,SSP2
2012,FIN,,BACI
2012,FIN,1.341102746424408,BACI
2013,FIN,1.3443698802047757,BACI
2013,FIN,,BACI
2014,FIN,,BACI
2014,FIN,1.3567127628801938,BACI
2015,FIN,,BACI
2015,FIN,1.3956779614099142,BACI
2016,FIN,,BACI
2016,FIN,1.4579185488288826,BACI
2017,FIN,,BACI
2017,FIN,1.3595899911323237,BACI
2018,FIN,1.2448846333266417,BACI
2018,FIN,,BACI
2019,FIN,,BACI
2019,FIN,1.33760180992632,BACI
2020,FIN,,BACI
2020,FIN,1.3724642505418487,BACI
2021,FIN,1.4167601511580703,BACI
2021,FIN,,BACI
2022,FIN,,BACI
2022,FIN,1.502132305273286,BACI
2023,FIN,,BACI
2023,FIN,1.2846985843405705,BACI
2024,FIN,,BACI
2024,FIN,1.3794289519900091,BACI
2025,FIN,,SSP2
2025,FIN,1.1019233833016142,SSP2
2030,FIN,,SSP2
2030,FIN,1.2266603994497418,SSP2
2035,FIN,,SSP2
2035,FIN,1.287990809665224,SSP2
2040,FIN,,SSP2
2040,FIN,1.122262051390655,SSP2
2045,FIN,,SSP2
2045,FIN,1.0046112089032493,SSP2
2050,FIN,,SSP2
2050,FIN,1.0558220699423566,SSP2
2055,FIN,1.1726016945170656,SSP2
2055,FIN,,SSP2
2060,FIN,1.1491372000345226,SSP2
2060,FIN,,SSP2
2065,FIN,1.170271116525352,SSP2
2065,FIN,,SSP2
2070,FIN,1.0943334517537084,SSP2
2070,FIN,,SSP2
2075,FIN,1.0306342468501752,SSP2
2075,FIN,,SSP2
2080,FIN,1.0256440904346211,SSP2
2080,FIN,,SSP2
2085,FIN,0.9597382227504668,SSP2
2085,FIN,,SSP2
2090,FIN,0.9765057748720558,SSP2
2090,FIN,,SSP2
2095,FIN,1.0841612859830037,SSP2
2095,FIN,,SSP2
2100,FIN,1.052791025966349,SSP2
2100,FIN,,SSP2
2012,FJI,-0.1908426536988891,BACI
2012,FJI,,BACI
2013,FJI,-0.3024824549800533,BACI
2013,FJI,,BACI
2014,FJI,-0.2933110445709491,BACI
2014,FJI,,BACI
2015,FJI,-0.3322850382789222,BACI
2015,FJI,,BACI
2016,FJI,-0.3844572434706947,BACI
2016,FJI,,BACI
2017,FJI,-0.5140290364790832,BACI
2017,FJI,,BACI
2018,FJI,-0.6025738050161435,BACI
2018,FJI,,BACI
2019,FJI,-0.689084825354936,BACI
2019,FJI,,BACI
2020,FJI,-0.5652736282997837,BACI
2020,FJI,,BACI
2021,FJI,-0.5220374188167258,BACI
2021,FJI,,BACI
2022,FJI,-0.4582265614060364,BACI
2022,FJI,,BACI
2023,FJI,-0.5870013080642031,BACI
2023,FJI,,BACI
2024,FJI,-0.536877511960703,BACI
2024,FJI,,BACI
2025,FJI,-0.7547014460781272,SSP2
2025,FJI,,SSP2
2030,FJI,-0.7655692233122187,SSP2
2030,FJI,,SSP2
2035,FJI,-0.7779342312865,SSP2
2035,FJI,,SSP2
2040,FJI,-0.834948330426351,SSP2
2040,FJI,,SSP2
2045,FJI,-0.8497924901291077,SSP2
2045,FJI,,SSP2
2050,FJI,-0.8459964189776726,SSP2
2050,FJI,,SSP2
2055,FJI,-0.721382173869672,SSP2
2055,FJI,,SSP2
2060,FJI,-0.7055637831387637,SSP2
2060,FJI,,SSP2
2065,FJI,-0.6750354531397822,SSP2
2065,FJI,,SSP2
2070,FJI,-0.6296836524243706,SSP2
2070,FJI,,SSP2
2075,FJI,-0.6373666294229096,SSP2
2075,FJI,,SSP2
2080,FJI,-0.7723296290245223,SSP2
2080,FJI,,SSP2
2085,FJI,-0.7240396955304672,SSP2
2085,FJI,,SSP2
2090,FJI,-0.7029458407103073,SSP2
2090,FJI,,SSP2
2095,FJI,-0.6744290109825652,SSP2
2095,FJI,,SSP2
2100,FJI,-0.6768863011225181,SSP2
2100,FJI,,SSP2
2012,FLK,-0.8926797243426017,BACI
2012,FLK,,BACI
2013,FLK,-1.3069945799646248,BACI
2013,FLK,,BACI
2014,FLK,-0.6056703059121997,BACI
2014,FLK,,BACI
2015,FLK,-1.1050185009578128,BACI
2015,FLK,,BACI
2016,FLK,-1.3228137592824212,BACI
2016,FLK,,BACI
2017,FLK,-1.0544538800902894,BACI
2017,FLK,,BACI
2018,FLK,-1.2369984327997146,BACI
2018,FLK,,BACI
2019,FLK,-1.148142674645847,BACI
2019,FLK,,BACI
2020,FLK,-0.7577762498788261,BACI
2020,FLK,,BACI
2021,FLK,-1.3340984959748856,BACI
2021,FLK,,BACI
2022,FLK,-1.355152298887469,BACI
2022,FLK,,BACI
2023,FLK,-1.4860777318659055,BACI
2023,FLK,,BACI
2024,FLK,-1.20099414405283,BACI
2024,FLK,,BACI
2012,FRA,,BACI
2012,FRA,1.3346314056636297,BACI
2013,FRA,,BACI
2013,FRA,1.371302826465976,BACI
2014,FRA,,BACI
2014,FRA,1.1424376035026238,BACI
2015,FRA,,BACI
2015,FRA,1.1546252709333975,BACI
2016,FRA,,BACI
2016,FRA,1.123002179141228,BACI
2017,FRA,,BACI
2017,FRA,1.1181209381130834,BACI
2018,FRA,,BACI
2018,FRA,1.223578489806176,BACI
2019,FRA,,BACI
2019,FRA,1.141867192937442,BACI
2020,FRA,,BACI
2020,FRA,1.0941785534761492,BACI
2021,FRA,,BACI
2021,FRA,1.1233988108257558,BACI
2022,FRA,,BACI
2022,FRA,0.8751560736643917,BACI
2023,FRA,,BACI
2023,FRA,1.2137815056746832,BACI
2024,FRA,,BACI
2024,FRA,1.141473206846844,BACI
2025,FRA,,SSP2
2025,FRA,1.0778152592509942,SSP2
2030,FRA,,SSP2
2030,FRA,1.0396027344626586,SSP2
2035,FRA,,SSP2
2035,FRA,1.0257760474815334,SSP2
2040,FRA,,SSP2
2040,FRA,1.194454564592886,SSP2
2045,FRA,,SSP2
2045,FRA,1.2237552728739995,SSP2
2050,FRA,,SSP2
2050,FRA,1.2600538153909484,SSP2
2055,FRA,,SSP2
2055,FRA,1.250799735687475,SSP2
2060,FRA,,SSP2
2060,FRA,1.2458986145269466,SSP2
2065,FRA,,SSP2
2065,FRA,1.2273817883351077,SSP2
2070,FRA,,SSP2
2070,FRA,1.2262621940859864,SSP2
2075,FRA,,SSP2
2075,FRA,1.2355843463605416,SSP2
2080,FRA,,SSP2
2080,FRA,1.2065253796701358,SSP2
2085,FRA,,SSP2
2085,FRA,1.1605495386351916,SSP2
2090,FRA,,SSP2
2090,FRA,1.1184374259209071,SSP2
2095,FRA,,SSP2
2095,FRA,0.8567831470333129,SSP2
2100,FRA,,SSP2
2100,FRA,0.8239264347544224,SSP2
2012,FSM,-1.796795958427858,BACI
2012,FSM,,BACI
2013,FSM,-2.3013253925871,BACI
2013,FSM,,BACI
2014,FSM,-1.9254952511587216,BACI
2014,FSM,,BACI
2015,FSM,-2.047489495579121,BACI
2015,FSM,,BACI
2016,FSM,-2.0183501322263315,BACI
2016,FSM,,BACI
2017,FSM,-2.0614820346139258,BACI
2017,FSM,,BACI
2018,FSM,-1.7431876778137951,BACI
2018,FSM,,BACI
2019,FSM,-2.5706548905791125,BACI
2019,FSM,,BACI
2020,FSM,-2.226868838600491,BACI
2020,FSM,,BACI
2021,FSM,-1.8677060548391349,BACI
2021,FSM,,BACI
2022,FSM,-1.8989101430231548,BACI
2022,FSM,,BACI
2023,FSM,-1.820272612089067,BACI
2023,FSM,,BACI
2024,FSM,-1.4861251553249313,BACI
2024,FSM,,BACI
2012,GAB,-0.5670975691837286,BACI
2012,GAB,,BACI
2013,GAB,-0.3108148944811937,BACI
2013,GAB,,BACI
2014,GAB,-0.3145401561432232,BACI
2014,GAB,,BACI
2015,GAB,-0.3834334900250175,BACI
2015,GAB,,BACI
2016,GAB,-0.329260148379501,BACI
2016,GAB,,BACI
2017,GAB,-0.5580368118936576,BACI
2017,GAB,,BACI
2018,GAB,-0.3564845186726372,BACI
2018,GAB,,BACI
2019,GAB,-0.6014600288594737,BACI
2019,GAB,,BACI
2020,GAB,-0.3108833162168749,BACI
2020,GAB,,BACI
2021,GAB,-0.3205685887419721,BACI
2021,GAB,,BACI
2022,GAB,-0.114850180588389,BACI
2022,GAB,,BACI
2023,GAB,-0.2558098217313966,BACI
2023,GAB,,BACI
2024,GAB,-0.900586616550588,BACI
2024,GAB,,BACI
2025,GAB,-1.061995159730156,SSP2
2025,GAB,,SSP2
2030,GAB,-1.0573955904308563,SSP2
2030,GAB,,SSP2
2035,GAB,-1.0991611663542733,SSP2
2035,GAB,,SSP2
2040,GAB,-1.1144436424101132,SSP2
2040,GAB,,SSP2
2045,GAB,-1.1557317104054918,SSP2
2045,GAB,,SSP2
2050,GAB,-1.1747206177317653,SSP2
2050,GAB,,SSP2
2055,GAB,-1.1248690277171616,SSP2
2055,GAB,,SSP2
2060,GAB,-1.188389008339325,SSP2
2060,GAB,,SSP2
2065,GAB,-1.1472434184613711,SSP2
2065,GAB,,SSP2
2070,GAB,-1.1687020792461682,SSP2
2070,GAB,,SSP2
2075,GAB,-1.1590459869476668,SSP2
2075,GAB,,SSP2
2080,GAB,-1.1393506446515456,SSP2
2080,GAB,,SSP2
2085,GAB,-1.135237082091053,SSP2
2085,GAB,,SSP2
2090,GAB,-1.1244087984889868,SSP2
2090,GAB,,SSP2
2095,GAB,-1.0880442342010834,SSP2
2095,GAB,,SSP2
2100,GAB,-1.0597869566072051,SSP2
2100,GAB,,SSP2
2012,GBR,,BACI
2012,GBR,1.011770125190585,BACI
2013,GBR,,BACI
2013,GBR,1.2251895909704713,BACI
2014,GBR,,BACI
2014,GBR,1.230218968473788,BACI
2015,GBR,,BACI
2015,GBR,1.249696214197339,BACI
2016,GBR,,BACI
2016,GBR,1.341364413461638,BACI
2017,GBR,,BACI
2017,GBR,1.5446121616744308,BACI
2018,GBR,,BACI
2018,GBR,1.3928949816094456,BACI
2019,GBR,,BACI
2019,GBR,1.2127404939676232,BACI
2020,GBR,,BACI
2020,GBR,1.282310256787379,BACI
2021,GBR,,BACI
2021,GBR,1.2988817684574565,BACI
2022,GBR,,BACI
2022,GBR,1.0987114691495807,BACI
2023,GBR,,BACI
2023,GBR,0.991944706585292,BACI
2024,GBR,,BACI
2024,GBR,1.1388592695363444,BACI
2025,GBR,,SSP2
2025,GBR,2.4015488022711176,SSP2
2030,GBR,,SSP2
2030,GBR,2.342940955150376,SSP2
2035,GBR,,SSP2
2035,GBR,2.3256656020456528,SSP2
2040,GBR,,SSP2
2040,GBR,2.4879126823913116,SSP2
2045,GBR,,SSP2
2045,GBR,1.620252924374587,SSP2
2050,GBR,,SSP2
2050,GBR,1.5436204406733525,SSP2
2055,GBR,,SSP2
2055,GBR,1.721476740986778,SSP2
2060,GBR,,SSP2
2060,GBR,1.4496724837312993,SSP2
2065,GBR,,SSP2
2065,GBR,1.4237372595964948,SSP2
2070,GBR,,SSP2
2070,GBR,1.1054020135054363,SSP2
2075,GBR,,SSP2
2075,GBR,1.1162642946290775,SSP2
2080,GBR,,SSP2
2080,GBR,1.099103198960898,SSP2
2085,GBR,,SSP2
2085,GBR,1.0609729440523796,SSP2
2090,GBR,,SSP2
2090,GBR,1.0294895681509064,SSP2
2095,GBR,,SSP2
2095,GBR,0.929685650467466,SSP2
2100,GBR,,SSP2
2100,GBR,0.9099283271781244,SSP2
2012,GEO,0.1573626304687085,BACI
2012,GEO,,BACI
2013,GEO,-0.0050927441987007,BACI
2013,GEO,,BACI
2014,GEO,-0.0641490813424424,BACI
2014,GEO,,BACI
2015,GEO,0.0147410113851874,BACI
2015,GEO,,BACI
2016,GEO,0.05737387239646,BACI
2016,GEO,,BACI
2017,GEO,0.0214019691066169,BACI
2017,GEO,,BACI
2018,GEO,-0.1085312225945509,BACI
2018,GEO,,BACI
2019,GEO,-0.0228765561422369,BACI
2019,GEO,,BACI
2020,GEO,0.1964550605471744,BACI
2020,GEO,,BACI
2021,GEO,0.13902030245397,BACI
2021,GEO,,BACI
2022,GEO,0.2289451534755015,BACI
2022,GEO,,BACI
2023,GEO,0.2301713860143989,BACI
2023,GEO,,BACI
2024,GEO,0.3886594058823866,BACI
2024,GEO,,BACI
2025,GEO,-0.2567947471219551,SSP2
2025,GEO,,SSP2
2030,GEO,-0.2528410793274585,SSP2
2030,GEO,,SSP2
2035,GEO,-0.2438076866655792,SSP2
2035,GEO,,SSP2
2040,GEO,-0.2972607625897048,SSP2
2040,GEO,,SSP2
2045,GEO,-0.2958891478085995,SSP2
2045,GEO,,SSP2
2050,GEO,-0.276892997374816,SSP2
2050,GEO,,SSP2
2055,GEO,-0.2728220815501997,SSP2
2055,GEO,,SSP2
2060,GEO,-0.2533770428898951,SSP2
2060,GEO,,SSP2
2065,GEO,-0.2560405602946166,SSP2
2065,GEO,,SSP2
2070,GEO,-0.252946362051859,SSP2
2070,GEO,,SSP2
2075,GEO,-0.2385249535157687,SSP2
2075,GEO,,SSP2
2080,GEO,-0.2699903784233531,SSP2
2080,GEO,,SSP2
2085,GEO,-0.2743585840580236,SSP2
2085,GEO,,SSP2
2090,GEO,-0.2736391878204575,SSP2
2090,GEO,,SSP2
2095,GEO,-0.3006460963200053,SSP2
2095,GEO,,SSP2
2100,GEO,-0.4700616901176319,SSP2
2100,GEO,,SSP2
2012,GHA,-0.450091212264489,BACI
2012,GHA,,BACI
2013,GHA,0.3339518275583892,BACI
2013,GHA,,BACI
2014,GHA,-0.022289187014771,BACI
2014,GHA,,BACI
2015,GHA,0.579977843024684,BACI
2015,GHA,,BACI
2016,GHA,0.3998363212489959,BACI
2016,GHA,,BACI
2017,GHA,0.3604597355194147,BACI
2017,GHA,,BACI
2018,GHA,0.3827054981173415,BACI
2018,GHA,,BACI
2019,GHA,0.235980840843371,BACI
2019,GHA,,BACI
2020,GHA,0.1579037575849232,BACI
2020,GHA,,BACI
2021,GHA,0.3639328164290157,BACI
2021,GHA,,BACI
2022,GHA,0.7500754418529132,BACI
2022,GHA,,BACI
2023,GHA,0.7081109917908749,BACI
2023,GHA,,BACI
2024,GHA,0.2085777187491935,BACI
2024,GHA,,BACI
